depth_ft,weight_on_bit_klb,torque_ftlb,rpm,anhydrite_pct,calcite_pct,chlorite_pct,epidote_pct,hematite_pct,quartz_pct,h2s_shakers_ppm,h2s_rig_floor_ppm,h2s_pits_ppm,hardness_index,soft_to_hard_ratio,chlorite_likely_imputed,high_wob,high_rpm,high_torque,aggressive_drilling,mse_simplified,quartz_x_wob,rpm_x_torque,hardness_x_wob,rop_ft_hr,rop_transformed
7765.0,59.99,18.8374,93.77,0.0,0.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,2.925,0.1249687578105473,0,0,0,1,0,59.999943050931606,2399.6,1766.3829979999998,175.47074999999998,177.64,10.647855485356308
4152.0,63.84,13.2393,98.12,0.0,0.0,5.0,0.0,0.0,10.0,20.0,0.0,0.0,0.825,0.4995004995004995,0,1,1,0,0,63.854761819500006,638.4000000000001,1299.040116,52.668,87.99,8.3015675117841
6277.0,59.45,10.4513,59.98,0.0,5.0,2.0,0.0,2.0,50.0,0.0,0.0,100.0,3.81,0.1345895020188425,1,0,0,0,0,59.459106173358514,2972.5,626.868974,226.5045,68.83,7.57670123773244
5804.0,65.27,11.8379,75.66,0.0,5.0,2.0,0.0,0.0,50.0,0.0,0.0,50.0,3.7,0.1399720055988802,1,1,0,0,0,65.28689597272212,3263.5,895.6555139999999,241.499,53.0,6.854769543702472
4396.0,55.02,18.5497,99.04,0.0,0.0,5.0,0.0,5.0,20.0,0.0,0.0,0.0,1.8,0.1999200319872051,0,0,1,1,0,55.030635419057546,1100.4,1837.162288,99.036,172.73,10.54593666577029
7989.0,69.86,2.4045,28.2,0.0,5.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,2.3,0.2332555814728423,1,1,0,0,0,69.86268223496836,2095.8,67.8069,160.678,25.27,5.062576711164054
5899.0,65.32,10.6652,65.69,0.0,5.0,2.0,0.0,0.0,60.0,0.0,0.0,40.0,4.4,0.1166472254624229,1,1,0,0,0,65.33548280636464,3919.2,700.596988,287.408,45.24,6.441095732401397
9965.0,52.68,19.8626,81.91,0.0,3.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,2.94,0.1249687578105473,1,0,0,1,0,52.68601770071757,2107.2,1626.945566,154.8792,270.35,12.265203257116383
6729.0,53.56,14.2718,54.01,0.0,2.0,2.0,0.0,0.0,75.0,0.0,0.0,100.0,5.36,0.0533262231702439,1,0,0,0,0,53.57029819529726,4017.0,770.819918,287.08160000000004,74.84,7.818599935981024
4080.0,64.81,15.7027,98.09,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.825,0.4995004995004995,0,1,1,0,0,64.82023508434447,648.1,1540.277843,53.46825,150.48,10.054994434171688
1139.0,3.17,1.3497,28.91,0.0,0.0,2.0,0.0,0.0,10.0,80.0,0.0,0.0,0.75,0.1998001998001998,1,0,0,0,0,3.1702572170533947,31.7,39.019827,2.3775,151.69,10.083036296877665
8813.0,31.32,13.6228,71.43,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.25,0.0333277787035494,1,0,0,0,0,31.334057737705866,1879.2,973.076604,133.11,69.21,7.592448600637522
6454.0,59.75,11.683,58.77,0.0,2.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.31,0.0666555574070988,1,0,0,0,0,59.76124115766208,3585.0,686.60991,257.5225,61.07,7.240111641722802
8809.0,54.79,1.3497,27.9,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.25,0.0333277787035494,1,0,0,0,0,54.79142476844495,3287.4,37.65662999999999,232.8575,26.42,5.1603300390438385
2125.0,24.57,14.4194,98.09,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,1,0,0,24.57173539494988,122.85,1414.398946,9.828,815.02,17.432601142350716
4129.0,63.44,15.5183,98.16,10.0,0.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,1.175,1.4985014985014986,0,0,1,0,0,63.45146009876617,634.4,1523.276328,74.542,132.91,9.627539826083298
6335.0,59.93,10.6725,59.88,0.0,2.0,2.0,0.0,0.0,75.0,0.0,0.0,100.0,5.36,0.0533262231702439,1,0,0,0,0,59.9379644728315,4494.75,639.0693,321.2248,80.23,8.023612000484256
6279.0,60.38,10.5988,60.02,0.0,5.0,2.0,0.0,2.0,50.0,0.0,0.0,100.0,3.81,0.1345895020188425,1,0,0,0,0,60.39081502849371,3019.0,636.139976,230.0478,58.81,7.136176948397154
10253.0,10.46,15.8502,32.02,0.0,0.0,10.0,0.0,0.0,60.0,0.0,0.0,0.0,4.45,0.166638893517747,0,0,0,0,0,10.957571964705885,627.6,507.523404,46.547,1.01,0.7629624077856775
2062.0,15.56,11.0413,97.23,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,1,0,0,15.562849641915962,77.8,1073.545599,6.224,376.72,13.670516084161932
7462.0,60.04,16.7058,56.93,0.0,2.0,2.0,0.0,0.0,70.0,0.0,0.0,100.0,5.01,0.0571346950435652,1,0,0,0,0,60.067939518037605,4202.8,951.061194,300.8004,34.03,5.7397728167421
2189.0,29.34,16.9492,99.22,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,1,1,0,29.3421928824525,146.7,1681.699624,11.736,766.88,17.10850366015278
1589.0,26.43,14.0432,85.26,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,26.431810970629964,132.15,1197.3232320000002,10.572,661.14,16.33919951234792
7496.0,60.06,16.0863,56.7,0.0,5.0,2.0,0.0,2.0,55.0,0.0,0.0,70.0,4.16,0.1227854762322399,1,0,0,0,0,60.08729183752244,3303.3,912.09321,249.8496,33.41,5.696313455888714
742.0,0.43,1.3497,30.07,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,0.4302765997342057,2.15,40.585479,0.172,146.72,9.966771050479302
260.0,9.24,1.3497,22.19,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,9.240136389831047,46.2,29.949843,3.696,219.58,11.442575247545278
4175.0,64.14,14.6259,99.19,0.0,0.0,5.0,0.0,0.0,10.0,20.0,0.0,0.0,0.825,0.4995004995004995,0,1,1,0,0,64.15352548033749,641.4,1450.743021,52.9155,107.25,8.920351118076198
332.0,4.06,1.3497,33.81,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,4.060179453997404,20.3,45.633357,1.624,254.28,12.018312144620163
10378.0,49.9,19.4864,56.7,0.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,2.35,0.3332222592469177,0,0,0,1,0,49.90310830720756,1497.0,1104.87888,117.265,355.45,13.415753955779504
4461.0,55.31,14.0506,99.08,0.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,80.0,1.425,0.2498750624687656,0,0,1,0,0,55.32549742233108,553.1,1392.1334479999998,78.81675,89.82,8.364451778084636
1734.0,10.09,10.7905,76.41,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,10.0911567575866,50.45,824.5021049999999,4.0360000000000005,712.76,16.72542841836176
2846.0,35.15,3.0314,0.06,5.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.925,0.6993006993006993,1,0,0,0,0,35.15000221539586,351.5,0.181884,32.51375,82.09,8.091990620043168
8272.0,69.99,1.3719,32.18,0.0,0.0,2.0,0.0,0.0,70.0,0.0,0.0,50.0,4.95,0.0285673475217826,1,1,0,0,0,69.99231868392857,4899.299999999999,44.147742,346.4505,19.03,4.467602104209786
6585.0,60.37,14.9504,79.09,0.0,2.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,4.31,0.0666555574070988,1,0,0,0,0,60.37960151957775,3622.2,1182.427136,260.19469999999995,123.14,9.371352203694016
2166.0,27.12,14.8545,98.06,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,1,0,0,27.12213369700299,135.6,1456.63227,10.848,682.67,16.50294028700153
4193.0,63.32,15.0168,99.03,0.0,0.0,5.0,0.0,0.0,10.0,20.0,0.0,0.0,0.825,0.4995004995004995,0,0,1,0,0,63.33379639766212,633.2,1487.113704,52.239,107.78,8.93616860229722
10476.0,13.87,18.3432,35.32,0.0,0.0,10.0,10.0,5.0,40.0,20.0,0.0,0.0,3.975,0.1817851299763679,0,0,0,1,0,14.272411070807452,554.8,647.8818239999999,55.13325,1.6,1.0796832077019405
7528.0,60.25,16.1895,60.02,0.0,10.0,2.0,0.0,2.0,55.0,0.0,0.0,80.0,4.31,0.210489387826697,1,0,0,0,0,60.277589261499145,3313.75,971.69379,259.67749999999995,35.21,5.820918336002013
4891.0,24.8,4.5434,79.08,0.0,2.0,1.0,0.0,5.0,70.0,0.0,0.0,0.0,5.26,0.0399946673776829,0,0,0,0,0,24.80948751180354,1736.0,359.292072,130.448,37.86,5.996177322948491
5865.0,64.51,10.6357,64.82,0.0,5.0,2.0,0.0,0.0,60.0,0.0,0.0,20.0,4.4,0.1166472254624229,1,1,0,0,0,64.52400377968719,3870.6,689.4060739999999,283.84400000000005,49.22,6.659257821468268
6314.0,60.0,10.5767,59.77,0.0,2.0,2.0,0.0,0.0,70.0,0.0,0.0,100.0,5.01,0.0571346950435652,1,0,0,0,0,60.00879846011134,4200.0,632.1693590000001,300.6,71.84,7.699721803869712
6170.0,59.93,11.7494,59.33,0.0,5.0,2.0,0.0,2.0,60.0,0.0,0.0,100.0,4.51,0.1128850185453959,1,0,0,0,0,59.93865307723436,3595.8,697.091902,270.2843,80.55,8.035459034625706
7059.0,60.41,18.2326,59.81,0.0,2.0,2.0,0.0,2.0,50.0,0.0,0.0,100.0,3.72,0.07690828686791,1,0,0,1,0,60.4260177997356,3020.5,1090.4918060000002,224.7252,68.07,7.545012875956279
9888.0,40.32,17.5319,63.27,0.0,2.0,2.0,0.0,0.0,45.0,0.0,0.0,0.0,3.26,0.0888691401910686,1,0,0,1,0,40.325038121964845,1814.4,1109.2433130000002,131.4432,220.16,11.452738391423797
10274.0,1.59,18.5497,21.41,0.0,3.0,10.0,5.0,0.0,60.0,30.0,0.0,70.0,4.865,0.1999692355022304,0,0,0,1,0,1.8886083285714288,95.4,397.149077,7.73535,1.32,0.936942351813872
5732.0,64.51,11.4839,74.37,0.0,5.0,2.0,0.0,0.0,60.0,0.0,0.0,90.0,4.4,0.1166472254624229,1,1,0,0,0,64.52101725545666,3870.6,854.0576430000001,283.84400000000005,77.51,7.9214733098546555
6473.0,60.23,12.4648,59.78,0.0,2.0,2.0,0.0,0.0,75.0,0.0,0.0,60.0,5.36,0.0533262231702439,1,0,0,0,0,60.24471456840442,4517.25,745.145744,322.8328,50.63,6.7334364334861085
6405.0,59.98,11.0413,59.89,0.0,2.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.31,0.0666555574070988,1,0,0,0,0,59.991035771979305,3598.8,661.263457,258.51379999999995,59.91,7.187125510943821
9137.0,54.76,16.219,71.48,0.0,0.0,2.0,0.0,0.0,60.0,0.0,100.0,0.0,4.25,0.0333277787035494,1,0,0,0,0,54.76736459230085,3285.6,1159.3341200000002,232.73,157.41,10.213388228915285
4751.0,80.7,13.0844,99.09,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,100.0,1.225,0.6662225183211192,0,1,1,0,0,80.73933656541263,403.5,1296.533196,98.85750000000002,32.95,5.663688719653398
4168.0,64.29,15.0315,98.15,0.0,0.0,5.0,0.0,0.0,10.0,20.0,0.0,0.0,0.825,0.4995004995004995,0,1,1,0,0,64.30330935250339,642.9000000000001,1475.341725,53.03925,110.84,9.026380121307385
9847.0,10.5,13.8072,42.64,0.0,0.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,2.85,0.0499875031242189,1,0,0,0,0,10.508496738461538,420.0,588.739008,29.925,69.28,7.595342461415525
730.0,0.43,1.3497,30.07,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,0.4302765997342057,2.15,40.585479,0.172,146.72,9.966771050479302
1360.0,25.07,12.6418,103.04,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.75,0.1998001998001998,1,0,1,0,0,25.07887760561576,250.7,1302.611072,18.8025,146.72,9.966771050479302
2868.0,63.91,14.8324,99.1,5.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.925,0.6993006993006993,1,1,1,0,0,63.917241555030046,639.0999999999999,1469.8908399999998,59.11675,202.97,11.142637761545448
6365.0,59.52,10.6799,60.84,0.0,2.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.31,0.0666555574070988,1,0,0,0,0,59.53154727414253,3571.2000000000003,649.765116,256.5312,56.26,7.015310128421586
5022.0,38.7,7.0732,50.08,0.0,0.0,2.0,0.0,0.0,40.0,10.0,0.0,90.0,2.85,0.0499875031242189,1,0,0,0,0,38.70140991026907,1548.0,354.225856,110.29500000000002,251.23,11.970146369637645
2075.0,19.42,11.7199,97.26,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,1,0,0,19.4221097902458,97.1,1139.877474,7.768000000000001,540.27,15.337447125307197
3951.0,63.99,14.3825,99.07,5.0,0.0,2.0,0.0,5.0,10.0,20.0,0.0,0.0,1.2,0.4663557628247834,1,1,1,0,0,64.00092443667101,639.9,1424.874275,76.788,130.42,9.563613151132003
3570.0,63.66,16.8312,98.14,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.75,0.1998001998001998,1,0,1,0,0,63.67125750676753,636.5999999999999,1651.813968,47.745,146.72,9.966771050479302
1624.0,10.82,9.6252,90.37,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,10.821089697610963,54.1,869.829324,4.328,798.22,17.321165107677476
415.0,3.82,1.3497,31.59,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,3.8202905814966255,19.1,42.637023,1.528,146.72,9.966771050479302
2428.0,28.23,12.4722,98.13,0.0,0.0,2.0,0.0,0.0,5.0,30.0,0.0,0.0,0.4,0.3992015968063872,1,0,1,0,0,28.232674716958783,141.15,1223.896986,11.292000000000002,457.57,14.550508052626116
4070.0,65.28,16.4108,98.97,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.825,0.4995004995004995,0,1,1,0,0,65.28804565748254,652.8,1624.1768759999998,53.856,201.86,11.12195002617721
8553.0,70.22,16.101,72.87,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,3.55,0.03999200159968,1,1,0,0,0,70.22824048230089,3511.0,1173.27987,249.281,142.37,9.862579287347705
5701.0,65.24,11.0856,74.66,0.0,5.0,2.0,0.0,0.0,60.0,0.0,0.0,70.0,4.4,0.1166472254624229,1,1,0,0,0,65.2535947913272,3914.4,827.6508959999999,287.056,60.87,7.231029344301206
4144.0,64.06,17.5688,98.07,10.0,0.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,1.175,1.4985014985014986,0,1,1,1,1,64.07559250874209,640.6,1722.972216,75.27050000000001,110.49,9.0161561927574
2327.0,29.05,16.1084,97.42,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,1,0,0,29.060695020295785,145.25,1569.280328,11.62,146.72,9.966771050479302
8399.0,70.05,1.3719,29.28,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,4.25,0.0333277787035494,1,1,0,0,0,70.05127846059834,4203.0,40.169232,297.7125,31.41,5.5519974833048265
4661.0,80.08,13.9473,99.05,0.0,10.0,5.0,0.0,30.0,30.0,0.0,0.0,100.0,4.175,0.2499583402766205,0,1,1,0,0,80.1024850270996,2402.4,1381.480065,334.334,61.43,7.256404669514829
10593.0,40.28,21.7876,70.86,0.0,0.0,10.0,5.0,0.0,40.0,10.0,0.0,0.0,3.375,0.2221728504776716,0,0,0,1,0,40.2853709143712,1611.2,1543.869336,135.945,287.44,12.516022776641567
5741.0,65.16,11.6682,74.49,0.0,5.0,2.0,0.0,0.0,60.0,0.0,0.0,90.0,4.4,0.1166472254624229,1,1,0,0,0,65.16993784836497,3909.6,869.164218,286.704,87.45,8.282826489845938
954.0,0.0,1.3497,27.13,0.0,0.0,2.0,0.0,0.0,5.0,70.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,0.0003258932093271,0.0,36.617361,0.0,112.35,9.070216213458506
7825.0,55.42,18.3727,72.59,0.0,0.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,2.925,0.1249687578105473,0,0,0,1,0,55.4287586149143,2216.8,1333.674293,162.1035,152.26,10.096188437769413
5032.0,40.21,6.1439,50.04,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,100.0,3.55,0.03999200159968,1,0,0,0,0,40.21195971925038,2010.5,307.440756,142.7455,156.87,10.20123449222336
6661.0,60.37,15.002,51.9,0.0,5.0,2.0,0.0,0.0,70.0,0.0,0.0,100.0,5.1,0.0999857163262391,1,0,0,0,0,60.37935709409926,4225.9,778.6038,307.88699999999994,83.2,8.132252436800407
6533.0,60.37,12.959,60.01,0.0,0.0,2.0,0.0,0.0,15.0,10.0,90.0,0.0,1.1,0.1332445036642238,1,0,0,0,0,60.38980819128884,905.55,777.66959,66.407,39.25,6.084546954204188
461.0,9.94,1.3497,41.24,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,9.940379347290945,49.7,55.661628,3.976,146.72,9.966771050479302
7575.0,65.09,18.7857,60.16,0.0,5.0,2.0,0.0,0.0,75.0,0.0,0.0,100.0,5.45,0.0933208905479269,1,1,0,1,0,65.11085913089701,4881.75,1130.147712,354.74050000000005,54.17,6.913201893190085
6711.0,58.83,14.4415,59.88,0.0,2.0,2.0,0.0,0.0,75.0,0.0,0.0,100.0,5.36,0.0533262231702439,1,0,0,0,0,58.84228871706693,4412.25,864.75702,315.3288,70.36,7.639719266673393
10409.0,40.48,17.4655,67.98,0.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,2.35,0.3332222592469177,0,0,0,1,0,40.48438103645621,1214.4,1187.30469,95.128,271.0,12.274956386856397
9527.0,70.31,23.8528,57.59,0.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,100.0,2.15,0.0666444518493835,1,1,0,1,0,70.31677291564935,2109.3,1373.682752,151.16649999999998,202.81,11.139660957227528
7107.0,60.33,17.0303,59.77,0.0,2.0,2.0,0.0,0.0,40.0,0.0,0.0,100.0,2.91,0.0999750062484379,1,0,0,1,0,60.34909758031895,2413.2,1017.901031,175.5603,53.29,6.869340529437212
10179.0,60.31,17.9597,84.09,0.0,3.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,1.74,0.6496751624187905,0,0,0,1,0,60.31887379501146,1206.2,1510.231173,104.9394,170.18,10.492151446517129
6693.0,60.13,13.7334,52.58,0.0,2.0,2.0,0.0,0.0,75.0,0.0,0.0,100.0,5.36,0.0533262231702439,1,0,0,0,0,60.14000280055409,4509.75,722.102172,322.2968,72.18,7.713376938300437
2454.0,30.37,13.3425,98.44,0.0,0.0,2.0,0.0,0.0,5.0,30.0,0.0,0.0,0.4,0.3992015968063872,1,0,1,0,0,30.3729311218478,151.85,1313.4357,12.148,448.09,14.453662786848218
3303.0,64.46,11.7863,98.19,0.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,1.45,0.0999500249875062,1,1,1,0,0,64.46733906269895,1289.1999999999998,1157.296797,93.46699999999998,157.68,10.219453459476851
1001.0,0.0,1.3497,27.4,0.0,0.0,2.0,0.0,0.0,10.0,70.0,0.0,0.0,0.75,0.1998001998001998,1,0,0,0,0,0.0002593029028186,0.0,36.98177999999999,0.0,142.61,9.868389091679752
9922.0,43.76,7.2945,31.11,0.0,0.0,2.0,0.0,0.0,45.0,0.0,0.0,0.0,3.2,0.0444345700955343,1,0,0,0,0,43.76806725542126,1969.2,226.931895,140.032,28.12,5.299355521401051
9566.0,69.13,22.1711,52.92,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.25,0.0333277787035494,1,1,0,1,0,69.13547807737417,4147.799999999999,1173.294612,293.8025,214.17,11.346799732021239
3879.0,60.31,10.7979,97.15,0.0,0.0,2.0,0.0,5.0,20.0,0.0,0.0,0.0,1.725,0.079968012794882,1,0,0,0,0,60.32638831409155,1206.2,1049.015985,104.03475,64.0,7.370719035086458
7860.0,35.32,1.7997,27.48,0.0,0.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,2.925,0.1249687578105473,0,0,0,0,0,35.32039375601911,1412.8,49.455756,103.311,125.59,9.436976815434818
9246.0,55.4,16.9713,67.03,0.0,0.0,2.0,0.0,0.0,50.0,0.0,100.0,0.0,3.55,0.03999200159968,1,0,0,1,0,55.40802586594469,2770.0,1137.586239,196.67,141.73,9.84705076940731
7868.0,69.87,1.4014,27.39,0.0,0.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,2.925,0.1249687578105473,0,1,0,0,0,69.87111679796334,2794.8,38.384346,204.36975,34.36,5.762669809846388
7161.0,60.15,17.3622,58.76,0.0,5.0,2.0,0.0,0.0,30.0,0.0,0.0,100.0,2.3,0.2332555814728423,1,0,0,1,0,60.167810804329605,1804.5,1020.202872,138.345,57.27,7.063656009286409
5150.0,50.39,8.1796,49.99,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,100.0,3.55,0.03999200159968,1,0,0,0,0,50.39290101599149,2519.5,408.898204,178.8845,140.94,9.827810643124051
1513.0,20.03,13.4458,76.77,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,20.0370349217338,100.15,1032.234066,8.012,146.72,9.966771050479302
10738.0,53.17,20.8067,80.68,0.0,0.0,10.0,5.0,0.0,60.0,0.0,0.0,0.0,4.775,0.1538224888478695,0,0,0,1,0,53.17634591371867,3190.2000000000003,1678.6845560000002,253.88675000000003,264.52,12.176933004665733
569.0,8.98,1.3497,29.42,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,8.980270620691066,44.900000000000006,39.708174,3.5920000000000005,146.72,9.966771050479302
752.0,0.43,1.3497,30.07,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,0,0,0,0,0.4302765997342057,2.15,40.585479,0.172,146.72,9.966771050479302
5421.0,64.4,11.388,79.43,0.0,2.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.31,0.0666555574070988,1,1,0,0,0,64.40908546444356,3864.000000000001,904.54884,277.564,99.55,8.683726158352867
9854.0,19.89,12.8484,42.31,0.0,0.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,2.85,0.0499875031242189,1,0,0,0,0,19.915296221684503,795.6,543.615804,56.6865,21.48,4.715829602962088
8932.0,54.86,15.0389,74.97,0.0,0.0,5.0,0.0,0.0,70.0,0.0,0.0,100.0,5.025,0.0714183688044565,0,0,0,0,0,54.867062997763576,3840.2,1127.466333,275.67150000000004,159.62,10.262807404756582
3078.0,65.16,11.4691,99.1,0.0,0.0,2.0,0.0,0.0,5.0,30.0,0.0,0.0,0.4,0.3992015968063872,1,1,1,0,0,65.16715465069872,325.79999999999995,1136.5878099999998,26.064,158.85,10.245647120676223
1209.0,20.48,9.7285,39.46,0.0,0.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,0.75,0.1998001998001998,1,0,0,0,0,20.480484839993437,204.8,383.88661,15.36,791.77,17.277915183779395
2866.0,64.4,11.5871,99.11,5.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.925,0.6993006993006993,1,1,1,0,0,64.41391322366125,644.0,1148.397481,59.57000000000001,82.53,8.10799819053126
4625.0,73.59,11.2405,99.02,0.0,5.0,5.0,5.0,30.0,40.0,0.0,0.0,100.0,5.05,0.1333155579256099,0,1,1,0,0,73.59895874364135,2943.6000000000004,1113.03431,371.6295,124.23,9.40066719504815
8035.0,55.14,15.7691,75.4,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,100.0,3.55,0.03999200159968,1,0,0,0,0,55.1520489475071,2757.0,1188.99014,195.747,98.67,8.655827759036386
10485.0,15.85,19.1324,39.41,0.0,0.0,10.0,10.0,0.0,40.0,20.0,0.0,0.0,3.7,0.1999600079984003,0,0,0,1,0,16.439068659375,634.0,754.007884,58.645,1.27,0.9101101526395674
8001.0,59.7,16.8164,74.45,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,70.0,4.25,0.0333277787035494,1,0,0,0,0,59.71205798882789,3582.0,1251.9809800000005,253.725,103.82,8.816557184163646
10777.0,55.37,20.8067,80.5,0.0,0.0,10.0,5.0,0.0,30.0,0.0,0.0,0.0,2.675,0.2856326763781777,0,0,0,1,0,55.37655143295783,1661.1,1674.93935,148.11475,255.65,12.039807012784848
5359.0,60.07,9.4924,78.51,0.0,2.0,2.0,0.0,0.0,60.0,0.0,0.0,100.0,4.31,0.0666555574070988,1,0,0,0,0,60.080721454812256,3604.2,745.248324,258.9017,69.5,7.604423415330894
4517.0,55.14,11.624,99.05,0.0,0.0,5.0,5.0,5.0,40.0,0.0,0.0,20.0,3.525,0.0999800039992001,0,0,1,0,0,55.16398660833333,2205.6,1151.3572,194.3685,47.99,6.593263433492813
8583.0,69.73,16.8459,69.32,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,3.55,0.03999200159968,1,1,0,1,0,69.73774889043132,3486.5,1167.757788,247.5415,150.69,10.05987321045688
5337.0,59.53,14.2055,98.07,0.0,2.0,2.0,0.0,2.0,60.0,0.0,0.0,100.0,4.42,0.0645057248830833,1,0,1,0,0,59.540840661310405,3571.8,1393.133385,263.1226,128.5,9.513697730745386
6848.0,60.64,14.2645,59.64,0.0,0.0,2.0,0.0,0.0,65.0,0.0,0.0,100.0,4.6,0.0307644977695739,1,0,0,0,0,60.66287536380747,3941.6,850.73478,278.944,37.18,5.952080913929231
4071.0,63.77,17.377,99.27,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.825,0.4995004995004995,0,0,1,1,0,63.77943249557087,637.7,1725.0147899999995,52.61025,182.87,10.754133653026239
7642.0,54.62,15.5478,58.17,0.0,2.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,2.91,0.0999750062484379,1,0,0,0,0,54.62503684298285,2184.8,904.415526,158.9442,179.55,10.686935308022374
2983.0,63.96,16.1895,99.03,0.0,0.0,2.0,0.0,0.0,5.0,40.0,0.0,0.0,0.4,0.3992015968063872,1,1,1,0,0,63.96549527398458,319.8,1603.246185,25.584000000000003,291.74,12.577371021962678
2759.0,60.1,16.9861,97.23,5.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.575,1.3972055888223551,1,0,1,1,0,60.104207792364335,300.5,1651.5585030000002,34.5575,392.49,13.852545930342677
4067.0,63.8,18.0998,99.24,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.825,0.4995004995004995,0,0,1,1,0,63.80935192456917,638.0,1796.2241519999998,52.635,192.06,10.935518628044992
