depth_ft,weight_on_bit_klb,torque_ftlb,rpm,rop_ft_hr,anhydrite_pct,calcite_pct,chlorite_pct,epidote_pct,hematite_pct,quartz_pct,h2s_shakers_ppm,h2s_rig_floor_ppm,h2s_pits_ppm,rop_ft_hr_outlier,weight_on_bit_klb_outlier,torque_ftlb_outlier,rpm_outlier,is_outlier_any,hardness_index,soft_to_hard_ratio,chlorite_likely_imputed,high_wob,high_rpm,high_torque,aggressive_drilling,mse_simplified,quartz_x_wob,rpm_x_torque,hardness_x_wob,rop_log,depth_bin,rop_transformed
148.0,3.72,1.3497,26.51,0.7233,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.768793872903314,18.6,35.780547,1.4880000000000002,0.5442410573053944,0.0,0.5831216054186902
149.0,4.02,1.3497,26.58,0.523,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,4.087307741088179,20.1,35.875026,1.608,0.4206820739130247,0.0,0.44366905329958534
150.0,5.46,1.3497,26.76,0.4878,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,5.532555186822017,27.3,36.117972,2.184,0.3972985187751039,0.0,0.41776034745600693
151.0,2.71,1.3497,26.5,0.6707,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,2.762544513001322,13.55,35.76705,1.084,0.5132427002815956,0.0,0.5477288837181993
152.0,2.24,1.3497,28.01,0.7427,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,2.290225982463133,11.2,37.805097,0.8960000000000001,0.5554356346844594,0.0,0.5959708977936493
153.0,2.08,1.3497,29.52,1.4652,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,2.107008638828633,10.4,39.843144,0.8320000000000001,0.902272940105951,0.0,1.012482283153556
154.0,5.82,1.3497,29.1,0.4543,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,5.904592440232609,29.1,39.27627,2.3280000000000003,0.3745246852015274,0.0,0.3926727961343562
155.0,2.48,1.3497,29.38,0.4704,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,2.5625441007493754,12.4,39.654186,0.992,0.3855344726192855,0.0,0.4047832417832959
156.0,3.64,1.3497,29.43,0.6026,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.7048411214495593,18.2,39.72167099999999,1.4560000000000002,0.4716273103618331,0.0,0.5006445195540797
157.0,3.85,1.3497,29.64,0.5218,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.925225851823994,19.25,40.005108,1.54,0.4198938447602853,0.0,0.44279322848939306
158.0,5.46,1.3497,29.42,0.552,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,5.530655113879003,27.3,39.708174,2.184,0.439544421761027,0.0,0.46467928153319604
159.0,3.77,1.3497,29.46,0.6005,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.835130486486487,18.85,39.762162,1.508,0.4703160804277807,0.0,0.49916894040459714
160.0,2.95,1.3497,29.57,0.5599,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.0200309334971047,14.75,39.910629,1.1800000000000002,0.4446217166426859,0.0,0.47035172811489695
161.0,3.13,1.3497,29.46,0.543,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.201902643761302,15.65,39.762162,1.252,0.4337285733810238,0.0,0.45819057637554844
162.0,3.8,1.3497,29.71,0.5719,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.868911474480151,19.0,40.099587,1.52,0.4522850787520552,0.0,0.47892706264472695
163.0,2.54,1.3497,29.48,0.5789,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,2.607565216505349,12.7,39.789156,1.016,0.4567284020457059,0.0,0.4839067116879789
164.0,4.05,1.3497,29.32,0.4602,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,4.134162492556359,20.25,39.573204,1.62,0.3785734126398483,0.0,0.3971223925486797
165.0,7.19,1.3497,29.86,0.4731,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,7.273423808735252,35.95,40.30204199999999,2.8760000000000003,0.3873690238387556,0.0,0.40680444603282906
166.0,4.41,1.3497,29.44,0.6332,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,4.471777313432836,22.05,39.735168,1.7640000000000002,0.4905412804632836,0.0,0.5219832171638138
167.0,2.94,1.3497,29.35,0.6872,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,2.996818265920826,14.7,39.613695,1.176,0.5230703501824278,0.0,0.5589199469581818
168.0,3.13,1.3497,29.34,0.5061,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.2067296996706065,15.65,39.600198,1.252,0.4095235282356658,0.0,0.43128656631980433
169.0,4.7,1.3497,29.76,0.6434,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,4.761473939393939,23.5,40.167072,1.88,0.4967672665149504,0.0,0.5290295268115393
170.0,3.88,1.3497,30.11,0.5284,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.955481922362556,19.4,40.639467,1.552,0.4242214365906078,0.0,0.4476038785035282
171.0,3.58,1.3497,29.35,0.5846,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.6466224268415743,17.9,39.613695,1.4320000000000002,0.4603320095490045,0.0,0.48794936415588097
172.0,3.54,1.3497,29.51,0.6184,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.60338263367282,17.7,39.829647,1.416,0.4814380068713986,0.0,0.5117002930176461
173.0,3.19,1.3497,29.39,0.4991,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.2679172716558638,15.95,39.667683,1.276,0.4048649280361319,0.0,0.42612722272257864
174.0,5.22,1.3497,30.54,0.5987,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,5.287717821586988,26.1,41.219838,2.088,0.4691907989887092,0.0,0.49790300322502934
175.0,3.59,1.3497,29.51,0.5197,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,3.665192839343024,17.95,39.829647,1.436,0.4185129469574224,0.0,0.4412592891221393
176.0,3.95,1.3497,29.66,0.6168,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,4.013867425015954,19.75,40.032102,1.58,0.4804488871072742,0.0,0.5105844108226648
177.0,5.4,1.3497,29.4,0.5436,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,5.4716784320809255,27.0,39.68118,2.16,0.4341173506813266,0.0,0.45862403769813126
178.0,8.71,1.3497,29.2,0.5834,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,8.776415975733064,43.55,39.41124,3.4840000000000004,0.4595744337551963,0.0,0.48709918598086116
179.0,8.71,1.3497,29.2,146.72,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,8.710268597014926,43.55,39.41124,3.4840000000000004,4.995318589984363,0.0,9.966771050479302
180.0,8.71,1.3497,29.2,146.72,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,8.710268597014926,43.55,39.41124,3.4840000000000004,4.995318589984363,0.0,9.966771050479302
181.0,8.71,1.3497,29.2,146.72,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,8.710268597014926,43.55,39.41124,3.4840000000000004,4.995318589984363,0.0,9.966771050479302
182.0,8.71,1.3497,29.2,146.72,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0,0,0,0,8.710268597014926,43.55,39.41124,3.4840000000000004,4.995318589984363,0.0,9.966771050479302
