depth_ft,weight_on_bit_klb,torque_ftlb,rpm,anhydrite_pct,calcite_pct,chlorite_pct,epidote_pct,hematite_pct,quartz_pct,h2s_shakers_ppm,h2s_rig_floor_ppm,h2s_pits_ppm,hardness_index,soft_to_hard_ratio,chlorite_likely_imputed,rop_per_wob,rop_per_rpm,rop_per_torque,high_wob,high_rpm,high_torque,aggressive_drilling,mse_simplified,quartz_x_wob,rpm_x_torque,hardness_x_wob,depth_bin,rop_ft_hr
319.0,3.93,1.3497,33.55,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,55.522842639593904,6.518474374255066,160.88843127160405,0,0,0,0,3.9302069864926636,19.650000000000002,45.28243499999999,1.572,0.0,218.76
8394.0,70.08,1.6669,28.19,0.0,0.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,4.25,0.03332777870354941,1,0.42645170495077755,1.0599290780141843,17.82455721867732,1,0,0,0,70.08157156892976,4204.8,46.989911000000006,297.84,16.0,29.89
6920.0,62.65,15.9387,59.76,0.0,0.0,2.0,0.0,0.0,70.0,0.0,0.0,100.0,4.95,0.0285673475217826,1,0.5912863070539419,0.6198761920696001,2.3230733539410733,0,0,0,0,62.67570147630869,4385.5,952.496712,310.1175,13.0,37.05
10016.0,55.43,19.0808,82.96,0.0,3.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,2.44,0.433188937020993,0,3.8903318903318906,2.5994937929372064,11.297588367171622,0,0,1,0,55.43733897337846,1662.9,1582.9431679999998,135.2492,19.0,215.68
7217.0,59.99,18.1883,59.89,0.0,5.0,2.0,0.0,0.0,40.0,0.0,0.0,100.0,3.0,0.17495626093476632,1,1.0545,1.0562604340567614,3.476698372924943,0,0,1,0,60.00721392678572,2399.6,1089.297287,179.97,14.0,63.27
6284.0,59.88,10.1341,60.2,0.0,5.0,2.0,0.0,2.0,50.0,0.0,0.0,100.0,3.81,0.13458950201884254,1,0.8041409250292202,0.7998671317056967,4.747587267475676,0,0,0,0,59.892664995225246,2994.0,610.07282,228.14280000000002,12.0,48.16
3097.0,64.5,12.3763,99.17,0.0,0.0,2.0,0.0,0.0,5.0,30.0,0.0,0.0,0.4,0.3992015968063872,1,2.079212525189893,1.352389594676346,10.828899671411156,1,1,0,0,64.5091498260847,322.5,1227.357671,25.8,6.0,134.13
7762.0,59.57,18.7415,94.1,0.0,0.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,2.925,0.12496875781054737,0,2.6906680093991273,1.7034321538625015,8.549182732048102,0,0,1,0,59.5810003439995,2382.8,1763.5751499999997,174.24224999999998,15.0,160.31
9193.0,59.22,2.2791,28.65,0.0,0.0,2.0,0.0,0.0,60.0,0.0,100.0,0.0,4.25,0.03332777870354941,1,0.9534019922336654,1.9703419399860431,24.669083919444322,0,0,0,0,59.221156094458216,3553.2,65.296215,251.685,18.0,56.47
299.0,5.65,1.3497,38.66,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.3992015968063872,1,40.120141342756185,5.87225239203517,167.00742810914176,0,0,0,0,5.650229774107182,28.25,52.17940199999999,2.2600000000000002,0.0,227.08
