depth_ft,weight_on_bit_klb,torque_ftlb,rpm,rop_ft_hr,anhydrite_pct,calcite_pct,chlorite_pct,epidote_pct,hematite_pct,quartz_pct,h2s_shakers_ppm,h2s_rig_floor_ppm,h2s_pits_ppm,rop_ft_hr_outlier,weight_on_bit_klb_outlier,torque_ftlb_outlier,rpm_outlier,is_outlier_any,hardness_index,soft_to_hard_ratio,chlorite_likely_imputed,rop_per_wob,rop_per_rpm,rop_per_torque,high_wob,high_rpm,high_torque,aggressive_drilling,mse_simplified,quartz_x_wob,rpm_x_torque,hardness_x_wob,rop_log,depth_bin
121.0,0.26,1.3497,26.41,0.8518,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,3.1548148148148147,0.03224072672218017,0.6264617194969478,0,0,0,0,0.30136177419354837,1.3,35.645576999999996,0.10400000000000001,0.6161581390318097,0.0
122.0,2.24,1.3497,26.6,0.6859,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.3048444444444444,0.0257760240511086,0.5044495109215268,0,0,0,0,2.2915907745365716,11.200000000000001,35.90202,0.8960000000000001,0.5222995458396185,0.0
123.0,2.98,1.3497,26.52,1.2205,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.40819397993311035,0.04600452318130418,0.8976244759873502,0,0,0,0,3.0090890239739942,14.9,35.794044,1.192,0.7977323957500199,0.0
124.0,2.16,1.3497,27.35,0.5916,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.27262672811059907,0.02162280701754386,0.4350959770537619,0,0,0,0,2.221360197805851,10.8,36.914294999999996,0.8640000000000001,0.46473979957063655,0.0
125.0,4.38,1.3497,26.72,0.619,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.14100227790432804,0.023157500935278713,0.45524748106199897,0,0,0,0,4.437335427662957,21.9,36.063984,1.752,0.4818086746954981,0.0
126.0,2.37,1.3497,26.6,1.261,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.5298319327731092,0.04738819992484028,0.9274104581893065,0,0,0,0,2.398247065302911,11.850000000000001,35.90202,0.9480000000000001,0.8158071932958327,0.0
127.0,1.67,1.3497,26.73,1.5629,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.9302976190476191,0.05844801795063575,1.1494447304552475,0,0,0,0,1.6929369197024604,8.35,36.077481,0.668,0.9411394298435456,0.0
128.0,1.74,1.3497,26.76,0.7406,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.4232,0.027665296974224877,0.5446789733029346,0,0,0,0,1.7881188009592326,8.7,36.117972,0.6960000000000001,0.5542298813732763,0.0
129.0,2.88,1.3497,26.56,0.983,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.3401384083044983,0.036996612721114035,0.7229535927042731,0,0,0,0,2.9161007371601206,14.399999999999999,35.848031999999996,1.152,0.6846108495376589,0.0
130.0,3.55,1.3497,26.76,1.4489,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.40699438202247196,0.05412401942472917,1.0656027064793705,0,0,0,0,3.5747569895126463,17.75,36.117972,1.42,0.8956389441432829,0.0
131.0,3.75,1.3497,26.45,1.119,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.29760638297872344,0.04229024943310657,0.822975656394793,0,0,0,0,3.781620518157662,18.75,35.699565,1.5,0.750944279286162,0.0
132.0,2.55,1.3497,26.92,0.6375,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.24902343750000003,0.02367248421834385,0.46885342354931236,0,0,0,0,2.606114168339768,12.75,36.333923999999996,1.02,0.4931706885272699,0.0
133.0,2.39,1.3497,26.28,0.7828,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.3261666666666667,0.029775580068467096,0.5757152313010223,0,0,0,0,2.4347403077699297,11.950000000000001,35.470116,0.9560000000000001,0.5781851620902637,0.0
134.0,1.14,1.3497,26.58,0.6811,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.5922608695652175,0.02561489281684844,0.5009193204383321,0,0,0,0,1.191910036174215,5.699999999999999,35.875026,0.45599999999999996,0.519448341056876,0.0
135.0,1.81,1.3497,26.62,0.5313,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.2919230769230769,0.019951182876455125,0.3907479591086269,0,0,0,0,1.876375418437096,9.05,35.929014,0.7240000000000001,0.42611704783902493,0.0
136.0,12.38,1.3497,26.35,0.6849,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.05527845036319612,0.025982549317147188,0.5037140545708613,0,0,0,0,12.431179443085338,61.900000000000006,35.564595,4.952000000000001,0.5217062148622025,0.0
137.0,8.33,1.3497,26.12,1.2848,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.15405275779376498,0.04916953693073095,0.9449143193351475,0,0,0,0,8.35722749768304,41.65,35.254163999999996,3.3320000000000003,0.8262784931631282,0.0
138.0,2.19,1.3497,26.62,0.7024,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.3192727272727273,0.02637626736763049,0.516584540707509,0,0,0,0,2.2404337647389108,10.95,35.929014,0.876,0.5320390201651882,0.0
139.0,1.56,1.3497,26.54,0.5487,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.3494904458598726,0.020666666666666667,0.4035448996102081,0,0,0,0,1.6241149776266333,7.800000000000001,35.821037999999994,0.6240000000000001,0.43741586933999166,0.0
140.0,1.66,1.3497,26.62,0.6538,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.391497005988024,0.024551257979722116,0.4808413620651615,0,0,0,0,1.7141262639349202,8.299999999999999,35.929014,0.664,0.5030756703059293,0.0
141.0,3.0,1.3497,26.69,0.6413,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.21305647840531564,0.024018726591760298,0.4716481576818416,0,0,0,0,3.055310138185168,15.0,36.023493,1.2000000000000002,0.49548861075575285,0.0
142.0,3.71,1.3497,26.52,0.8697,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.2337903225806452,0.03278175650207312,0.639626388173862,0,0,0,0,3.7506889212231442,18.55,35.794044,1.484,0.6257779901890914,0.0
143.0,3.95,1.3497,26.51,0.9291,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.23462121212121212,0.035033936651583705,0.6833124954033979,0,0,0,0,3.9881008912788842,19.75,35.780547,1.58,0.6570535729117066,0.0
144.0,3.93,1.3497,26.81,0.7497,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.1902791878172589,0.02795302013422819,0.5513716260939914,0,0,0,0,3.97763124522838,19.650000000000002,36.18545699999999,1.572,0.5594443446684371,0.0
145.0,3.54,1.3497,26.56,0.7866,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.2215774647887324,0.029604817463304477,0.5785099654335515,0,0,0,0,3.5850012955059003,17.7,35.848031999999996,1.4160000000000001,0.5803143722856017,0.0
146.0,1.79,1.3497,26.63,0.7755,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.4308333333333333,0.029110360360360358,0.5703463999411635,0,0,0,0,1.835757493316359,8.95,35.942510999999996,0.7160000000000001,0.5740820734010055,0.0
147.0,2.38,1.3497,26.57,0.9972,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.4172384937238494,0.03751693002257336,0.7333970728837244,0,0,0,0,2.4156051717633042,11.899999999999999,35.861529,0.952,0.6917461996443172,0.0
148.0,3.72,1.3497,26.51,0.7233,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.1939142091152815,0.027273755656108595,0.5319555784364198,0,0,0,0,3.768793872903314,18.6,35.780547,1.4880000000000002,0.5442410573053944,0.0
149.0,4.02,1.3497,26.58,0.523,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.1297766749379653,0.019669048514479127,0.38464367139810257,0,0,0,0,4.087307741088179,20.099999999999998,35.875026,1.6079999999999999,0.42068207391302476,0.0
150.0,5.46,1.3497,26.76,0.4878,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.08917733089579526,0.018221890175569667,0.35875560785467386,0,0,0,0,5.532555186822017,27.3,36.117972,2.184,0.39729851877510397,0.0
151.0,2.71,1.3497,26.5,0.6707,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.24658088235294118,0.025299886835156542,0.49327057439140987,0,0,0,0,2.762544513001322,13.55,35.76705,1.084,0.5132427002815956,0.0
152.0,2.24,1.3497,28.01,0.7427,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.3300888888888889,0.02650606709493219,0.5462234316393323,0,0,0,0,2.290225982463133,11.200000000000001,37.805096999999996,0.8960000000000001,0.5554356346844594,0.0
153.0,2.08,1.3497,29.52,1.4652,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.7010526315789475,0.04961733830003386,1.0775906449952197,0,0,0,0,2.1070086388286335,10.4,39.843143999999995,0.8320000000000001,0.902272940105951,0.0
154.0,5.82,1.3497,29.1,0.4543,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.07792452830188679,0.015606320851940912,0.3341178201073766,0,0,0,0,5.904592440232609,29.1,39.27627,2.3280000000000003,0.37452468520152743,0.0
155.0,2.48,1.3497,29.38,0.4704,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.18891566265060242,0.01600544402858115,0.3459586673530926,0,0,0,0,2.5625441007493754,12.4,39.654185999999996,0.992,0.38553447261928553,0.0
156.0,3.64,1.3497,29.43,0.6026,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.16509589041095893,0.02046875,0.4431859969110834,0,0,0,0,3.7048411214495593,18.2,39.72167099999999,1.4560000000000002,0.47162731036183314,0.0
157.0,3.85,1.3497,29.64,0.5218,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.1351813471502591,0.01759865092748735,0.38376112377730387,0,0,0,0,3.925225851823994,19.25,40.005108,1.54,0.41989384476028535,0.0
158.0,5.46,1.3497,29.42,0.552,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.10091407678244974,0.018756371049949032,0.40597190556740465,0,0,0,0,5.530655113879003,27.3,39.708174,2.184,0.43954442176102704,0.0
159.0,3.77,1.3497,29.46,0.6005,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.15886243386243387,0.02037665422463522,0.44164153857468563,0,0,0,0,3.8351304864864866,18.85,39.762162,1.508,0.4703160804277807,0.0
160.0,2.95,1.3497,29.57,0.5599,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.1891554054054054,0.01892832995267072,0.41178201073766274,0,0,0,0,3.0200309334971047,14.75,39.910629,1.1800000000000002,0.4446217166426859,0.0
161.0,3.13,1.3497,29.46,0.543,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.1729299363057325,0.01842551747539871,0.39935279841141436,0,0,0,0,3.201902643761302,15.649999999999999,39.762162,1.252,0.43372857338102383,0.0
162.0,3.8,1.3497,29.71,0.5719,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.15010498687664042,0.01924293405114401,0.42060748694564976,0,0,0,0,3.868911474480151,19.0,40.099587,1.52,0.4522850787520552,0.0
163.0,2.54,1.3497,29.48,0.5789,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.22701960784313727,0.01963038318073923,0.4257556814003089,0,0,0,0,2.607565216505349,12.7,39.789156,1.016,0.4567284020457059,0.0
164.0,4.05,1.3497,29.32,0.4602,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.11334975369458129,0.015690419365837024,0.3384570125763036,0,0,0,0,4.134162492556359,20.25,39.573204,1.62,0.37857341263984834,0.0
165.0,7.19,1.3497,29.86,0.4731,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.06570833333333334,0.015838634081017745,0.3479443994998897,0,0,0,0,7.273423808735252,35.95,40.30204199999999,2.8760000000000003,0.3873690238387556,0.0
166.0,4.41,1.3497,29.44,0.6332,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.1432579185520362,0.02150084889643463,0.4656909612414503,0,0,0,0,4.471777313432836,22.05,39.735168,1.7640000000000002,0.49054128046328366,0.0
167.0,2.94,1.3497,29.35,0.6872,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.23294915254237292,0.023405994550408718,0.5054056041773921,0,0,0,0,2.996818265920826,14.7,39.613695,1.176,0.5230703501824278,0.0
168.0,3.13,1.3497,29.34,0.5061,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.1611783439490446,0.017243611584327086,0.37221445907185413,0,0,0,0,3.2067296996706065,15.649999999999999,39.600198,1.252,0.40952352823566585,0.0
169.0,4.7,1.3497,29.76,0.6434,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.13660297239915073,0.021612361437688944,0.4731926160182393,0,0,0,0,4.761473939393939,23.5,40.167072,1.8800000000000001,0.4967672665149504,0.0
170.0,3.88,1.3497,30.11,0.5284,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.13583547557840617,0.017543160690571047,0.3886151356916967,0,0,0,0,3.9554819223625555,19.4,40.639466999999996,1.552,0.42422143659060785,0.0
171.0,3.58,1.3497,29.35,0.5846,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.16284122562674094,0.019911444141689372,0.42994778259910277,0,0,0,0,3.6466224268415743,17.9,39.613695,1.4320000000000002,0.4603320095490045,0.0
172.0,3.54,1.3497,29.51,0.6184,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.17419718309859156,0.020948509485094847,0.4548062072515996,0,0,0,0,3.60338263367282,17.7,39.829647,1.4160000000000001,0.48143800687139865,0.0
173.0,3.19,1.3497,29.39,0.4991,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.15596875000000002,0.016976190476190475,0.367066264617195,0,0,0,0,3.2679172716558633,15.95,39.667683,1.276,0.40486492803613194,0.0
174.0,5.22,1.3497,30.54,0.5987,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.11447418738049714,0.01959738134206219,0.44031771714348755,0,0,0,0,5.287717821586988,26.099999999999998,41.219837999999996,2.088,0.46919079898870925,0.0
175.0,3.59,1.3497,29.51,0.5197,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.3992015968063872,1,0.14436111111111113,0.017605013550135502,0.38221666544090616,0,0,0,0,3.665192839343024,17.95,39.829647,1.436,0.41851294695742247,0.0
